torso_definition,torso_definition_label_zh,feature_group,feature_group_label_zh,feature,standardized_ridge_beta,full_sample_alpha,method_version
pca_rear70,臀端0%至70%,base3,体积+面积+长度（3项）,投影体积,0.34686985840863355,1.584893192461114,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,base3,体积+面积+长度（3项）,投影面积,0.5016228722990673,1.584893192461114,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,base3,体积+面积+长度（3项）,躯干长度,-0.2639175191657977,1.584893192461114,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W1,-0.009889776854236962,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W2,0.10620049287945339,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W3,0.09260598755538768,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W4,0.1494607363252758,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W5,0.010629392657397952,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W6,-0.03784659584008082,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W7,-0.02063517909119946,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W8,0.009877763562241976,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W9,0.14749466592949448,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W10,0.09790234128437707,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,width11,W1–W11（11项体宽）,W11,0.143822506194717,39.81071705534978,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H1,0.17114337610226057,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H2,0.1334284533849922,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H3,0.1973856976769409,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H4,0.1029499969974644,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H5,0.07036517771160167,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H6,-0.11072813712556126,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H7,-0.20004884485630559,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H8,-0.13497351438310298,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H9,-0.027049734054479014,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H10,0.2265815029920812,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,height11,H1–H11（11项高度）,H11,0.14403991419414527,3.9810717055349776,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W1,-0.0350252122084483,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W2,0.11743083538205075,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W3,0.07271272636796952,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W4,0.1789648243125985,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W5,0.019114842457932293,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W6,-0.06236319271433018,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W7,-0.048961159733979805,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W8,-0.010940430607212781,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W9,0.17770183428068637,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W10,0.08615148563392645,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,W11,0.1587348365318087,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H1,0.0008660799085001425,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H2,0.01079942538298551,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H3,0.05543946179354417,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H4,0.04646724020812766,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H5,0.03351340771249671,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H6,-0.0014505275927066768,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H7,-0.02504473683736323,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H8,-0.03393011896652737,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H9,-0.02812290667884347,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H10,0.015771568150095863,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,profile22,W1–W11+H1–H11（22项）,H11,-0.00672676988556523,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,投影体积,0.05598120289028988,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,投影面积,0.06370302392514365,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,躯干长度,0.02978679156871032,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W1,-0.047992256387682584,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W2,0.10245945199049132,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W3,0.06528211917078022,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W4,0.17792879180771984,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W5,0.006804486101088428,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W6,-0.07282928124512002,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W7,-0.05550293768166048,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W8,-0.0010835669598260403,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W9,0.16955606002830095,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W10,0.07054028150924714,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,W11,0.14667049836210386,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H1,-0.004317214060637197,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H2,0.002360494212156662,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H3,0.04855588934106937,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H4,0.041995376846784456,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H5,0.029610114487891713,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H6,-0.0035460663687077007,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H7,-0.026544308953529425,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H8,-0.03973146928168972,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H9,-0.033839534212537735,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H10,0.0034578514689283146,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
pca_rear70,臀端0%至70%,full25,体积+面积+长度+W1–W11+H1–H11（25项）,H11,-0.016328346335445616,25.11886431509582,continuous_11_width_11_height_nested_loocv_v1.0
