cow_id,ground_truth_weight_kg,pca_4548_projected_volume_m3,pca_4548_projected_volume_m3_loocv_prediction_kg,pca_4548_projected_area_m2,pca_4548_projected_area_m2_loocv_prediction_kg,pca_4548_torso_length_m,pca_4548_torso_length_m_loocv_prediction_kg,pca_4548_mean_width_11pt_m,pca_4548_mean_width_11pt_m_loocv_prediction_kg,pca_4548_mean_height_11pt_m,pca_4548_mean_height_11pt_m_loocv_prediction_kg,pca_4548_five_metric_ols_loocv_prediction_kg,pca_4548_five_metric_ols_loocv_residual_kg,pca_4548_five_metric_ridge_nested_loocv_prediction_kg,pca_4548_five_metric_ridge_nested_loocv_residual_kg,pca_4548_ridge_outer_alpha,pca_rear70_projected_volume_m3,pca_rear70_projected_volume_m3_loocv_prediction_kg,pca_rear70_projected_area_m2,pca_rear70_projected_area_m2_loocv_prediction_kg,pca_rear70_torso_length_m,pca_rear70_torso_length_m_loocv_prediction_kg,pca_rear70_mean_width_11pt_m,pca_rear70_mean_width_11pt_m_loocv_prediction_kg,pca_rear70_mean_height_11pt_m,pca_rear70_mean_height_11pt_m_loocv_prediction_kg,pca_rear70_five_metric_ols_loocv_prediction_kg,pca_rear70_five_metric_ols_loocv_residual_kg,pca_rear70_five_metric_ridge_nested_loocv_prediction_kg,pca_rear70_five_metric_ridge_nested_loocv_residual_kg,pca_rear70_ridge_outer_alpha,method_version
24,441.0,0.709257,427.7944052888895,0.6612,433.5242424863046,1.35,441.50984702520265,0.457594,435.48178735989313,1.125866,424.5672269761251,428.85083937960644,-12.149160620393559,432.70218259694,-8.29781740305998,25.11886431509582,0.689442,433.4684863441703,0.6417,442.5832403103617,1.293849,460.82127050038264,0.460695,426.5676809872595,1.129616,423.79098299614043,427.0473692538543,-13.9526307461457,433.6880674920574,-7.311932507942572,25.11886431509582,two_torso_five_metrics_loocv_v1.0
25,434.0,0.678916,416.8287598157923,0.6268,415.11575546251095,1.33,435.1142843922077,0.442285,411.9408455847402,1.144872,436.91251999976276,395.5958599441566,-38.40414005584341,418.5198962998188,-15.48010370018119,25.11886431509582,0.656424,419.4534086340417,0.6056,418.45931705145557,1.256807,440.78028487637545,0.452916,415.25989103274,1.145818,434.22970653556075,403.0283799721325,-30.971620027867516,421.55619745157657,-12.443802548423434,25.11886431509582,two_torso_five_metrics_loocv_v1.0
26,414.0,0.685415,419.74337176757206,0.6266,415.5717426144557,1.32,432.2688096314803,0.44049,409.84711982334534,1.150358,440.76785774371865,404.7394069772458,-9.260593022754222,418.5139456193329,4.513945619332901,25.11886431509582,0.663834,423.1445976011888,0.6058,419.1344732991753,1.269037,447.7654349175207,0.447631,408.04209068011227,1.153112,439.1901526592014,403.01220678699696,-10.987793213003044,421.17381044994096,7.173810449940959,25.11886431509582,two_torso_five_metrics_loocv_v1.0
27,400.0,0.793751,459.1073215393536,0.6829,445.8145612619603,1.34,439.01721689740833,0.47132,457.07230953907333,1.22456,489.4145024693809,449.8635116612227,49.863511661222674,455.7681854217828,55.76818542178279,39.81071705534978,0.744348,457.4921063682735,0.6354,439.12983085753524,1.235531,430.0112777692482,0.475019,448.1260091643799,1.233041,490.90977488323483,462.0690039669254,62.06900396692538,455.15890057334934,55.15890057334934,25.11886431509582,two_torso_five_metrics_loocv_v1.0
28,464.0,0.73542,436.8842587194944,0.6436,423.5204807267046,1.28,417.767843137255,0.464845,446.139178139721,1.18999,465.04463541460973,429.36145457602623,-34.63854542397377,433.01534274806215,-30.984657251937847,25.11886431509582,0.705428,439.86331545966067,0.6155,424.46185669569087,1.213096,415.54077040535606,0.477257,450.2963845222241,1.19681,465.6928998811049,440.87246621770544,-23.127533782294563,441.77097186560917,-22.22902813439083,25.11886431509582,two_torso_five_metrics_loocv_v1.0
39,437.0,0.783521,454.7751727458599,0.7172,463.48641245080023,1.43,467.7119434040783,0.464461,446.0156385738027,1.155862,443.8359233259825,454.96388487484774,17.963884874847736,456.62099971345805,19.620999713458048,25.11886431509582,0.716726,445.144286696834,0.6507,448.65392932405695,1.254276,439.34528606557257,0.483566,459.9118692978301,1.171125,450.0413585053651,447.05848937763096,10.058489377630963,452.3278099202525,15.327809920252491,15.848931924611142,two_torso_five_metrics_loocv_v1.0
50,410.0,0.7651,448.5708434411175,0.6929,450.95957606893194,1.33,435.59248530840784,0.48945,485.29309696451134,1.167004,451.35322707381636,452.9510309084301,42.951030908430084,457.18538472613113,47.18538472613113,25.11886431509582,0.75049,459.94460508596455,0.6796,468.5057894185611,1.285226,456.6354574109875,0.49057,470.6746555633364,1.167626,448.3069873542278,469.2382320452425,59.23823204524251,465.09890393432977,55.09890393432977,15.848931924611142,two_torso_five_metrics_loocv_v1.0
51,431.0,0.765025,448.1904744810337,0.681,444.2730457196501,1.35,441.68920124655705,0.473888,460.4722077574295,1.182255,460.7072315769251,440.3601668021353,9.360166802135325,450.0667986838876,19.066798683887612,25.11886431509582,0.741689,455.83904711258083,0.6597,454.7574227141301,1.283705,455.4510962223735,0.481993,457.72470544069074,1.185149,458.9440791136963,452.1021339895016,21.102133989501624,456.48294850626814,25.482948506268144,25.11886431509582,two_torso_five_metrics_loocv_v1.0
76,463.0,0.819721,467.436605852681,0.7315,470.67039694349154,1.34,437.83191338303146,0.508981,515.4469370168479,1.185651,462.3039811976367,481.90605942826926,18.90605942826926,475.9666371577745,12.966637157774528,25.11886431509582,0.758579,462.4721312383003,0.6738,463.6298994808145,1.201615,408.79381352705633,0.521829,516.8071386706719,1.195676,464.9990441924808,501.8919596272374,38.891959627237384,479.7661619488227,16.766161948822685,25.11886431509582,two_torso_five_metrics_loocv_v1.0
82,445.0,0.758909,445.7437108559459,0.6853,446.3246404707594,1.36,444.6999387087485,0.473145,459.09553462157885,1.161485,447.26623774071595,445.2462368677031,0.2462368677030895,449.1556087788505,4.155608778850478,25.11886431509582,0.710603,442.4057853790632,0.6389,440.6421620322897,1.236983,429.67840014640444,0.480867,455.852584195001,1.169772,449.0596278881289,450.79059158293876,5.7905915829387595,447.1211009080263,2.1211009080262784,25.11886431509582,two_torso_five_metrics_loocv_v1.0
87,451.0,0.739068,438.4510407422579,0.6616,433.5432416895909,1.32,431.48185572054496,0.470663,455.21322312977486,1.179573,458.6508610892768,424.9916873029789,-26.008312697021097,441.2210501408921,-9.778949859107911,25.11886431509582,0.71135,442.61829013545366,0.636,438.5926334815847,1.25215,437.9080328961161,0.47294,444.2458820819243,1.182032,456.64467578020344,437.5732616724287,-13.426738327571286,444.10847485446175,-6.891525145538253,25.11886431509582,two_torso_five_metrics_loocv_v1.0
97,462.0,0.587166,380.16897853181536,0.6072,403.33502377438623,1.24,403.98549531241736,0.455084,431.18744436833526,1.027033,350.31030139991424,399.34363247776446,-62.65636752223554,395.486461813462,-66.51353818653803,25.11886431509582,0.565911,376.8421724906326,0.5838,402.3760911892781,1.173333,391.31096358262477,0.466306,434.3677529381464,1.03177,351.63712881387,398.02687426037323,-63.97312573962677,397.5500103778554,-64.44998962214459,25.11886431509582,two_torso_five_metrics_loocv_v1.0
98,346.0,0.681667,420.20204982327124,0.6554,432.37397005787636,1.35,443.2137121280694,0.451428,428.3183643766843,1.102806,413.1592292806878,426.3069900834204,80.30699008342037,429.01452238738665,83.01452238738665,25.11886431509582,0.642934,416.2689691872849,0.6141,426.31544631112473,1.246292,436.94116566705793,0.462874,431.765407995357,1.110866,415.123159978119,419.51659904395797,73.51659904395797,425.8134474346445,79.8134474346445,15.848931924611142,two_torso_five_metrics_loocv_v1.0
99,407.0,0.642215,404.1337472566147,0.5862,393.7663156288455,1.24,406.2246186853616,0.445047,417.1210760291556,1.15567,444.24287803875114,379.9026351805999,-27.097364819400127,409.531076422581,2.531076422581009,39.81071705534978,0.636625,411.7112429107931,0.5801,401.93984972340775,1.235787,429.9723536767432,0.438837,395.16760988687764,1.161288,444.40763115041204,385.21003717168884,-21.78996282831116,410.1475577908226,3.1475577908225887,25.11886431509582,two_torso_five_metrics_loocv_v1.0
100,366.0,0.637451,403.9543739747461,0.6057,405.9744706493865,1.29,423.7795524120599,0.441982,413.85765973005823,1.103298,412.66826886928027,402.2095621734112,36.2095621734112,409.5109561595891,43.510956159589114,25.11886431509582,0.618997,405.6826007137777,0.587,408.1362703708903,1.244116,435.368402404,0.442594,402.4744784515277,1.109686,413.67026221109563,397.16781524985026,31.167815249850264,408.9112075420436,42.9112075420436,25.11886431509582,two_torso_five_metrics_loocv_v1.0
102,378.0,0.64947,407.8233787971096,0.6074,406.44121098872154,1.22,400.8977449100703,0.464522,447.1176925047806,1.124784,425.5598476907837,411.3222603031964,33.3222603031964,417.9993617459138,39.9993617459138,39.81071705534978,0.660124,422.48682118069405,0.6173,427.651545154859,1.263746,445.5397670938686,0.452427,416.1646363580418,1.125442,422.9083761074087,418.070146053705,40.070146053705,423.70978730506545,45.70978730506545,25.11886431509582,two_torso_five_metrics_loocv_v1.0
103,382.0,0.731342,436.9520522896141,0.6555,431.6834712195782,1.35,442.5680369311937,0.457874,437.06967008878047,1.175222,457.04786707113664,420.5452929020155,38.54529290201549,439.1961219927523,57.196121992752296,39.81071705534978,0.713691,444.8099559063401,0.6393,442.0325966510753,1.317911,475.5457581252259,0.456809,422.3314817298533,1.17547,453.68056500895415,421.12591752247806,39.12591752247806,440.41415371729573,58.41415371729573,25.11886431509582,two_torso_five_metrics_loocv_v1.0
104,408.0,0.544328,366.3357567664869,0.5606,379.2516280594021,1.18,385.64055727554165,0.44241,413.0382791662887,1.026238,356.7808994095336,391.44694465172597,-16.55305534827403,382.6272720339691,-25.37272796603088,39.81071705534978,0.52714,361.98588277741885,0.5424,375.2195520584795,1.129195,367.6586706174068,0.443022,401.40766808926276,1.026585,354.3778191821639,401.0780624030448,-6.9219375969552175,379.0023936156737,-28.997606384326275,25.11886431509582,two_torso_five_metrics_loocv_v1.0
105,323.0,0.488731,352.79348225217814,0.4955,349.681427727834,1.16,385.0641756385898,0.395976,346.9118629161118,1.038945,376.03307092014666,366.67655368126157,43.67655368126157,358.14367611803004,35.143676118030044,39.81071705534978,0.477613,348.20557950777595,0.4841,341.57523767492415,1.123862,376.1196048579071,0.400614,343.6863795976749,1.037282,372.4612321886227,368.0688448545128,45.068844854512804,349.17660138016174,26.176601380161742,15.848931924611142,two_torso_five_metrics_loocv_v1.0
107,409.0,0.552678,369.63621203133624,0.5549,375.8902810406558,1.16,378.4335843126216,0.446,418.51841924591275,1.050747,375.1928263121398,388.2362172798721,-20.763782720127892,382.19806862484603,-26.80193137515397,25.11886431509582,0.557283,376.2866024830022,0.5584,386.7070034672385,1.19447,407.21480801999087,0.438037,393.86325385902563,1.053139,374.1227723137817,386.61889241315566,-22.381107586844337,386.1205159416764,-22.879484058323612,15.848931924611142,two_torso_five_metrics_loocv_v1.0
110,417.0,0.448282,322.8634294467312,0.4623,315.03086455810984,1.09,350.80430976898674,0.394636,327.82629243047256,1.011422,343.2714993364416,316.2885627567523,-100.7114372432477,319.6116998433318,-97.38830015666821,25.11886431509582,0.457885,324.2362870372768,0.4718,316.1728287695843,1.151156,380.89448172448874,0.380227,287.96778865946254,1.008589,338.24744812152585,290.3280053284032,-126.67199467159679,304.8803090621491,-112.11969093785092,10.0,two_torso_five_metrics_loocv_v1.0
111,243.0,0.70851,431.8525991279014,0.6408,427.2908097946879,1.29,427.06620470692144,0.463545,447.98709814602074,1.167658,454.5536854514835,427.2668461386325,184.2668461386325,435.9235371057041,192.9235371057041,25.11886431509582,0.702111,442.4937129963335,0.6348,441.64051598628146,1.270703,451.5638988095664,0.468721,441.9295317744998,1.16863,451.7488389977876,436.7760703502517,193.7760703502517,443.43049571558095,200.43049571558095,15.848931924611142,two_torso_five_metrics_loocv_v1.0
112,399.0,0.882523,492.3272637276098,0.7739,495.6509786435803,1.55,510.86005930852446,0.467579,451.38964358843407,1.198343,471.73296799914715,491.56860523047396,92.56860523047396,485.4174952427255,86.41749524272552,39.81071705534978,0.796409,480.10754068069804,0.6931,477.9894566475115,1.31429,473.0591762120564,0.492815,474.23463104986297,1.213588,477.8433024125664,476.0893785072917,77.08937850729171,476.79131053452113,77.79131053452113,15.848931924611142,two_torso_five_metrics_loocv_v1.0
114,605.0,0.814009,462.7845508068631,0.7141,458.90324399478635,1.38,448.5467158671588,0.481669,468.8095409517978,1.199529,468.1250328958871,459.9975286831908,-145.0024713168092,460.77495311513417,-144.22504688486583,39.81071705534978,0.780944,469.1149218200365,0.683,467.01518454267836,1.300186,461.1971248649457,0.493526,471.0029906741216,1.205392,468.1197030817805,464.8490704932142,-140.15092950678581,468.75009787646076,-136.24990212353924,15.848931924611142,two_torso_five_metrics_loocv_v1.0
117,399.0,0.814149,466.5814497882677,0.7146,462.7560158875797,1.38,451.9825830258304,0.484366,477.41059654637985,1.200074,472.8746791279082,464.9103613617259,65.9103613617259,466.45787367224176,67.45787367224176,39.81071705534978,0.789428,477.0213841824417,0.6912,476.673537025361,1.32198,477.48960181496415,0.483958,461.1373983134657,1.204007,471.5723288552128,474.09304382792607,75.09304382792607,470.4355545613317,71.43555456133168,15.848931924611142,two_torso_five_metrics_loocv_v1.0
119,495.0,0.848421,477.17111026328047,0.7362,472.53868582663245,1.43,466.6000554861978,0.477152,464.2950031609815,1.212609,478.731073666103,474.56142476706975,-20.438575232930248,471.01698161198107,-23.983018388018934,39.81071705534978,0.819376,487.6597784512252,0.7103,487.3576826553188,1.35855,495.09822825318884,0.487895,465.16735199792225,1.214247,475.9628174616819,476.02615988094726,-18.97384011905274,475.9321906381221,-19.06780936187789,10.0,two_torso_five_metrics_loocv_v1.0
120,493.0,0.873624,486.3469923834881,0.7614,486.0173896919483,1.4,456.91907514450867,0.501151,501.1065390098488,1.208154,475.96053906671455,504.37511136467583,11.375111364675831,483.0128610570573,-9.987138942942693,39.81071705534978,0.821224,488.50874283966004,0.7142,490.04112839072275,1.288978,457.2642402663228,0.514263,503.756448282634,1.211862,474.5211890365767,509.3550148782645,16.355014878264512,495.2069001855557,2.2069001855556962,10.0,two_torso_five_metrics_loocv_v1.0
122,486.0,0.935453,509.5248479057909,0.8006,507.63658803948624,1.53,499.72819664381944,0.485985,477.87610501327794,1.221878,484.90151809909327,525.6499341262222,39.649934126222206,496.86461186992426,10.86461186992426,39.81071705534978,0.85058,501.48065241591945,0.7265,498.6461273192628,1.327424,478.22728069473385,0.514979,505.12285810317053,1.227066,484.26376451304003,518.0421701954969,32.04217019549685,501.2171604549149,15.217160454914904,10.0,two_torso_five_metrics_loocv_v1.0
123,545.0,0.854047,478.038604700463,0.789,499.02127629014535,1.48,481.4553421592393,0.495885,491.007748247785,1.153981,440.7117621553896,479.4889636626738,-65.51103633732617,481.7696394237615,-63.230360576238525,39.81071705534978,0.792981,475.31705964065475,0.727,496.8084679027677,1.351475,489.0369884961291,0.501909,484.1126516230167,1.164137,443.80526641248485,464.0208246912275,-80.97917530877248,477.7144165353214,-67.28558346467861,15.848931924611142,two_torso_five_metrics_loocv_v1.0
124,484.0,0.893192,493.7820468406678,0.7786,495.5830444075476,1.49,486.4297656893912,0.490788,485.29298935045813,1.208844,476.6191616664588,498.6109630502449,14.61096305024489,488.96245073230733,4.962450732307332,39.81071705534978,0.84319,498.3130708439428,0.7317,502.31212170356844,1.351357,491.5509178872771,0.506981,493.22744831381067,1.216633,477.72885897533644,500.87120182364487,16.871201823644867,494.5211745210113,10.52117452101129,15.848931924611142,two_torso_five_metrics_loocv_v1.0
125,411.0,0.895571,497.0292902033594,0.7776,497.3982117877915,1.56,514.0399957166568,0.468358,452.3731917831743,1.207659,477.6295296924201,498.07218517359246,87.07218517359246,488.2927157269785,77.29271572697849,39.81071705534978,0.806367,484.24342106870705,0.6953,479.2447221936186,1.333512,483.8956419661341,0.489139,468.53948447858056,1.216476,479.45494911627554,479.62748514664565,68.62748514664565,476.4762312680368,65.47623126803683,15.848931924611142,two_torso_five_metrics_loocv_v1.0
126,512.0,0.914483,500.6355208748027,0.7765,493.544214563947,1.42,463.0546357615894,0.509224,512.8922876525162,1.241182,496.33239030628926,512.4544835679038,0.4544835679038215,494.120860427775,-17.87913957222497,39.81071705534978,0.8731,510.21149351457206,0.7392,506.2869616622245,1.335782,481.97098985826653,0.516774,506.6948386076631,1.244331,494.27182493699286,521.7383652747731,9.73836527477306,505.3438993361158,-6.656100663884217,15.848931924611142,two_torso_five_metrics_loocv_v1.0
127,551.0,0.89809,493.374633081686,0.7893,498.9546880347099,1.64,532.7952985627853,0.446755,415.539728252686,1.20012,469.6378960725456,462.182163328804,-88.817836671196,476.48372813842235,-74.51627186157765,25.11886431509582,0.782154,470.7118407457518,0.6843,468.91536850598794,1.315365,470.1603574132556,0.48019,453.096847330151,1.21294,473.82374632850514,446.1626961226194,-104.83730387738058,462.9573298707322,-88.04267012926778,15.848931924611142,two_torso_five_metrics_loocv_v1.0
128,479.0,0.879161,488.7601764954053,0.734,471.69077860647093,1.46,476.69394668806245,0.47021,454.0555438067762,1.25832,509.3668693311563,468.15166446110015,-10.848335538899846,475.6441152641384,-3.3558847358615935,25.11886431509582,0.8346,494.73177741759434,0.6947,477.29502662989285,1.348514,490.15520033513843,0.485327,461.74127062062286,1.263664,508.432200179051,470.4716396166982,-8.528360383301788,478.4153599163949,-0.5846400836051089,15.848931924611142,two_torso_five_metrics_loocv_v1.0
129,514.0,0.88052,488.25776823037756,0.767,488.4266463222336,1.4,456.56235466081984,0.509846,513.7578880198341,1.212655,478.2608753745887,502.38200335744875,-11.617996642551248,489.41839150083365,-24.58160849916635,25.11886431509582,0.839657,495.7089250732704,0.7298,499.83696838914057,1.306237,466.1500451735137,0.518821,509.64412830687223,1.218368,478.0482062904364,513.8339811443064,-0.1660188556935509,496.47539589721066,-17.52460410278934,25.11886431509582,two_torso_five_metrics_loocv_v1.0
130,548.0,0.862794,481.047213017183,0.7455,476.29645245316533,1.46,475.07613443879814,0.482759,471.61515784676294,1.223023,483.68418966535455,464.83224448662645,-83.16775551337355,477.49717380817134,-70.50282619182866,25.11886431509582,0.823068,487.6575809442162,0.7091,485.0741073785341,1.353657,490.0385006874278,0.491268,468.9918398189428,1.229933,484.1398916798318,469.70692793052046,-78.29307206947954,477.8038230659517,-70.19617693404831,15.848931924611142,two_torso_five_metrics_loocv_v1.0
132,418.0,0.918809,505.9203067674705,0.7703,493.0221830445746,1.5,491.8891353879363,0.477399,466.1018491763736,1.253966,509.7008171579583,503.6816315239472,85.6816315239472,492.8732897218424,74.87328972184241,25.11886431509582,0.834258,496.6211231619442,0.6974,480.5361994463622,1.320027,475.8856905462194,0.491454,471.8273366585289,1.25837,507.9893809862505,492.06583283907344,74.06583283907344,484.9327036555503,66.93270365555031,25.11886431509582,two_torso_five_metrics_loocv_v1.0
133,531.0,0.837631,472.53568629774287,0.7816,495.6271757687364,1.48,481.8401267947044,0.495631,491.1317271043243,1.136008,429.0922895250699,482.99043527122524,-48.00956472877476,481.3471126761061,-49.65288732389388,25.11886431509582,0.790045,474.40854097119103,0.736,503.29999173082996,1.354083,491.01050009294477,0.504464,488.1344638372203,1.141042,429.06820151201464,470.5395633228318,-60.46043667716822,477.1255803992956,-53.874419600704414,25.11886431509582,two_torso_five_metrics_loocv_v1.0
134,512.0,0.726741,432.7802215790065,0.6343,417.1789233127773,1.32,430.18444521873226,0.449985,421.94932711380267,1.199719,470.22558298849094,398.48262060015975,-113.51737939984025,421.7125494976077,-90.28745050239229,15.848931924611142,0.698251,435.89295455286646,0.6083,418.2688552181269,1.248625,434.70189135136843,0.460875,425.24815903397706,1.203336,468.81522980843965,405.73092031881106,-106.26907968118894,426.38915518755164,-85.61084481244836,10.0,two_torso_five_metrics_loocv_v1.0
135,413.0,0.965881,525.4587307570617,0.8532,543.7573077489077,1.62,537.801253977756,0.493266,491.4237433868175,1.195351,469.4858481707172,555.6671400149814,142.66714001498144,530.6184471178425,117.61844711784249,15.848931924611142,0.871467,514.309766358577,0.7667,532.1268214618116,1.380339,513.1025398508136,0.520495,517.1966833616366,1.204472,471.58224192028774,532.1883552854264,119.18835528542638,517.6038030602932,104.60380306029322,15.848931924611142,two_torso_five_metrics_loocv_v1.0
136,563.0,0.869033,482.85055946835325,0.7537,480.18899878883894,1.44,468.45171874884267,0.487635,478.3984139612572,1.214378,478.0118142358667,484.8628230068498,-78.1371769931502,479.1106873849124,-83.88931261508759,25.11886431509582,0.80629,480.36084170737786,0.6971,476.9451855167196,1.301927,462.9038288022574,0.499526,480.2965436290895,1.216879,475.8958824392859,484.7376530356355,-78.2623469643645,477.26939118038445,-85.73060881961555,25.11886431509582,two_torso_five_metrics_loocv_v1.0
137,511.0,0.827771,469.4215528111114,0.7404,474.4296084352216,1.48,482.38981913108336,0.471221,455.05248407591455,1.176728,455.82615771066133,462.343597552907,-48.656402447093,469.04915502004053,-41.95084497995947,25.11886431509582,0.761657,462.9194538382176,0.6783,465.745513956245,1.283929,454.2281348922561,0.490542,468.67777444523836,1.187868,459.2603162461381,465.679923190487,-45.32007680951301,464.3063454296947,-46.693654570305284,25.11886431509582,two_torso_five_metrics_loocv_v1.0
138,495.0,0.947849,513.8110130037869,0.7963,504.88067338845224,1.42,463.3642384105959,0.524482,539.86610701261,1.259151,508.98984740299824,533.5375944591042,38.537594459104184,511.5132162156316,16.513216215631587,25.11886431509582,0.913364,529.4259322190317,0.766,526.0677774370357,1.332732,480.8584416915517,0.535137,536.1388192920101,1.263786,507.6200950510011,556.8299572129574,61.829957212957424,524.0887574197908,29.088757419790795,25.11886431509582,two_torso_five_metrics_loocv_v1.0
